filename,r2_key,production_url,source_type,file_type,file_size,file_size_bytes,url_exists,article_ids,article_count,last_modified,etag,ai_caption_alt,ai_caption_descriptive,ai_caption_seo,needs_caption
desktop-light-change-workweek.png,tallyfy/pro/desktop-light-change-workweek.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-change-workweek.png,native,.png,326.7KB,334502,True,pro-settings-org-settings-how-to-adjust-task-deadlines-to-work-week,1,2024-09-24T02:01:18.000Z,c5eb400ec116797fad67dbec0a1337df,Work week settings panel with Monday through Sunday checkboxes,Settings interface for configuring workweek days with checkboxes for each day of the week and a toggle to enable custom work hours,Tallyfy work week configuration settings with day selection and custom hours toggle,no
desktop-light-check-process-activity.png,tallyfy/pro/desktop-light-check-process-activity.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-check-process-activity.png,native,.png,636.1KB,651355,True,pro-tracking-and-tasks-tracker-view-how-can-i-track-process-activities-on-tallyfy,1,2024-09-24T02:01:38.566Z,b17025eb438c15e1c2dd9e90c0f3562e,Process activity feed showing task completion history and updates,"Activity timeline displaying completed tasks, assignee information, completion timestamps, and user actions within a running process instance",Process activity feed timeline task completion history user actions audit trail,no
desktop-light-check-template-activity.png,tallyfy/pro/desktop-light-check-template-activity.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-check-template-activity.png,native,.png,628.8KB,643887,True,pro-documenting-templates-how-can-i-track-activities-on-my-tallyfy-templates,1,2024-09-24T02:00:51.834Z,84ea823adc15dd401eaf92dcc4ac5662,Activity tab showing template update history with user changes,"Activity feed displaying chronological updates to Customer Onboarding template steps, including step title and description changes made by Robert Brown",Template activity log showing step updates and change history in Tallyfy workflow builder,no
desktop-light-check-updates.png,tallyfy/pro/desktop-light-check-updates.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-check-updates.png,native,.png,395.9KB,405364,True,pro-miscellaneous-how-can-i-stay-updated-with-tallyfys-latest-features,1,2024-09-24T02:01:37.276Z,3be2427c5d29850b73c0a81798264730,User dropdown menu with Product Updates option highlighted,"Tallyfy user menu showing Product Updates option with green arrow indicator, alongside Settings, Help and FAQs, and other account options",Product Updates menu option in Tallyfy user account dropdown navigation,no
desktop-light-checklist-field.png,tallyfy/pro/desktop-light-checklist-field.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-checklist-field.png,native,.png,98.5KB,100904,True,pro-tracking-and-tasks-tasks-what-are-form-fields-in-tallyfy,1,2024-09-24T02:01:34.395Z,0f7a53972c8163053cdf8c29cc60a099,Form field with checklist input type showing checkboxes,Form field configuration displaying checklist input type with multiple checkbox options for selecting items from a predefined list,Tallyfy checklist field type form builder checkbox options input configuration,no
desktop-light-click-automations.png,tallyfy/pro/desktop-light-click-automations.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-click-automations.png,native,.png,165.5KB,169505,True,pro-index,1,2024-09-24T02:01:37.340Z,891b5ddba5246f69a26fee44eb5eb958,Automations tab with IF-THEN rule builder and action cards,"Automations interface showing IF-THEN conditional logic with step/trigger selectors and action cards for assignment, deadline, status, and visibility",Tallyfy automation builder with IF-THEN conditions and action cards for assignment deadline status,no
desktop-light-click-billing-settings.png,tallyfy/pro/desktop-light-click-billing-settings.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-click-billing-settings.png,native,.png,112.4KB,115140,True,pro-settings-billing-how-to-access-and-manage-my-billing-details,1,2024-09-24T02:01:15.429Z,702f408ee43778925f2e2ab79d169e69,Billing settings navigation menu item in left sidebar,"Left sidebar navigation menu with 'Billing settings' option highlighted, showing account management options including profile, organization, and security settings",Tallyfy billing settings menu navigation - accessing subscription and payment options,no
desktop-light-click-create-fullscreen.png,tallyfy/pro/desktop-light-click-create-fullscreen.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-click-create-fullscreen.png,native,.png,393.8KB,403278,True,pro-tutorials-your-first-template,1,2024-09-24T02:01:35.273Z,4279b6e5373a35ddffc95b1eb986d597,Create button menu with options for templates and processes,"Dropdown menu activated by the Create button showing two options: 'Create a template' and 'Start a process', positioned in the top navigation bar",Tallyfy Create button dropdown menu with template and process creation options,no
desktop-light-click-create-preset.png,tallyfy/pro/desktop-light-click-create-preset.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-click-create-preset.png,native,.png,47.2KB,48373,True,pro-tracking-and-tasks-tracker-view-how-to-create-custom-views-in-tallyfy,1,2024-09-24T02:01:17.564Z,fc927c8891de4e04a72d1cd9b4701015,Create preset button with dropdown menu showing preset options,Interface showing 'Create preset' button with expanded dropdown menu displaying available preset options for creating new workflow templates,Create preset dropdown menu - workflow template creation options in Tallyfy process management,no
desktop-light-click-create-template-from-button.png,tallyfy/pro/desktop-light-click-create-template-from-button.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-click-create-template-from-button.png,native,.png,105.0KB,107496,True,pro-tutorials-your-first-template,1,2024-09-24T02:01:54.332Z,cc58e3ca9ecebf1f2502971deb7a0550,Create new template button in Tallyfy navigation header,"Navigation header displaying 'Create new' dropdown menu with 'Template' option highlighted, shown in light mode interface with search bar and user profile",Create template button location in Tallyfy header navigation menu for workflow template creation,no
desktop-light-click-edit-folder-template.png,tallyfy/pro/desktop-light-click-edit-folder-template.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-click-edit-folder-template.png,native,.png,184.7KB,189162,True,pro-documenting-templates-organize-templates-into-folders,1,2024-09-24T02:01:14.281Z,f957297eaf6b77daac1f706ce4c8b7e7,Edit folder button with pencil icon next to folder name,"Template folder management interface showing an edit button (pencil icon) positioned next to a folder name, allowing users to modify folder properties",Edit template folder button - rename and manage process template folders in Tallyfy,no
desktop-light-click-launch-process.png,tallyfy/pro/desktop-light-click-launch-process.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-click-launch-process.png,native,.png,292.3KB,299332,True,pro-launching-how-can-i-launch-a-process-in-tallyfy,1,2024-09-24T02:01:18.606Z,e908abf9eb3074a3faa308e35feb7357,Tallyfy templates list showing Launch button for each template,"Tallyfy templates library view displaying workflow templates including New Employee Onboarding, Customer Onboarding, and Sales Proposal To Client with blue Launch buttons and status indicators (In progress, Started)",Tallyfy launch process from templates list with launch button,yes
desktop-light-click-launchprocess-from-template-view.png,tallyfy/pro/desktop-light-click-launchprocess-from-template-view.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-click-launchprocess-from-template-view.png,native,.png,315.4KB,322930,True,pro-tutorials-your-first-process,1,2024-09-24T02:01:39.214Z,a3c3d9bb6d301d6fc17bb3e16d7ea371,Launch process button on a Tallyfy template details page,"Template overview page showing the 'Launch process' button in the top right, allowing users to start a new process instance from this template",Launch process from template view - Tallyfy process initiation workflow documentation,no
desktop-light-click-powertools-assign.png,tallyfy/pro/desktop-light-click-powertools-assign.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-click-powertools-assign.png,native,.png,202.6KB,207452,True,pro-documenting-templates-how-can-power-tools-enhance-my-tallyfy-experience,1,2024-09-24T02:00:47.417Z,c3ca72bd62b87c875bf6c92e829bf63b,Assign task dialog with user selection and assignment options,"Modal dialog showing task assignment interface with search field, user list including Amy Santiago and Jake Peralta, and bulk assignment options for managing task assignments","Tallyfy task assignment modal, bulk assign users, powertools feature interface",no
desktop-light-click-powertools-create-steps.png,tallyfy/pro/desktop-light-click-powertools-create-steps.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-click-powertools-create-steps.png,native,.png,64.3KB,65812,True,pro-documenting-templates-how-can-power-tools-enhance-my-tallyfy-experience,1,2024-09-24T02:00:47.934Z,d24163b340f09c7e589de1020f2a9002,Tools panel with Bulk-Create Steps tab active and text input field,"Tools panel showing four tabs: Bulk-Create Steps, Bulk-Change Assignees, Bulk-Change Deadlines, and Bulk Favorite. Large text area for entering multiple steps with Cancel and Build buttons.",Bulk-create steps power tool with multi-line text input for quick workflow step creation,no
desktop-light-click-powertools-deadlines.png,tallyfy/pro/desktop-light-click-powertools-deadlines.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-click-powertools-deadlines.png,native,.png,212.0KB,217085,True,pro-documenting-templates-how-can-power-tools-enhance-my-tallyfy-experience,1,2024-09-24T02:00:50.086Z,1a009c2fb8f7c0b6bacbb85d0bc5f61b,Deadlines configuration panel in Tallyfy powertools interface,"Powertools interface showing deadline management options with settings for task due dates, automatic deadline calculations, and time-based workflow controls",Tallyfy powertools deadlines settings - configure automatic task due dates and time controls,no
desktop-light-click-powertools-favorite.png,tallyfy/pro/desktop-light-click-powertools-favorite.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-click-powertools-favorite.png,native,.png,59.3KB,60694,True,pro-documenting-templates-how-can-power-tools-enhance-my-tallyfy-experience,1,2024-09-24T02:00:47.458Z,eb00b12f965a1e8516e853b3574747d1,Powertools menu with favorite star icon highlighted,Powertools dropdown menu displaying various process management options with a favorite/star icon button highlighted in the top-right corner of the interface,Tallyfy Powertools menu favorite button process management UI dropdown navigation,no
desktop-light-click-print.png,tallyfy/pro/desktop-light-click-print.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-click-print.png,native,.png,369.6KB,378435,True,pro-documenting-templates-print-download-export-templates,1,2024-09-24T02:00:47.225Z,ad3ab42cd9803671edaa3d3f8b63b095,Print menu dropdown with template and process printing options,"Dropdown menu displaying print options including 'Print this template', 'Print blank template', and 'Print this process' with document icons",Tallyfy print menu options for templates and processes with dropdown interface,no
desktop-light-click-show-hidden-tasks.png,tallyfy/pro/desktop-light-click-show-hidden-tasks.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-click-show-hidden-tasks.png,native,.png,513.2KB,525552,True,pro-launching-how-can-i-launch-a-process-in-tallyfy,1,2024-09-24T02:00:52.479Z,ec4b75c31144ebed915fd9c661131646,Show hidden tasks button in Tallyfy task list interface,"Task list interface displaying a 'Show hidden tasks' button at the bottom, allowing users to reveal tasks that have been hidden from the default view",Show hidden tasks button Tallyfy task list filter visibility toggle workflow management,no
desktop-light-click-view-template.png,tallyfy/pro/desktop-light-click-view-template.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-click-view-template.png,native,.png,292.8KB,299862,True,pro-documenting-templates-print-download-export-templates,1,2024-09-24T02:01:18.318Z,4e859d56a0dcc495e6d2cbe478326c6f,Templates list with view icon highlighted on first template (59 chars),"Templates list view showing workflow templates with status indicators, favorite stars, edit and preview icons, and Launch buttons for each template (147 chars)",Tallyfy templates list view icon preview template before launching process (74 chars),no
desktop-light-complete-subtasks.png,tallyfy/pro/desktop-light-complete-subtasks.png,https://screenshots.tallyfy.com/tallyfy%2Fpro%2Fdesktop-light-complete-subtasks.png,missing,.png,N/A,0,False,pro-tracking-and-tasks-tasks-how-to-create-and-use-subtasks,1,,,,,,no
desktop-light-configure-template-activity.png,tallyfy/pro/desktop-light-configure-template-activity.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-configure-template-activity.png,native,.png,482.0KB,493591,True,pro-documenting-templates-config,1,2024-09-24T02:00:49.643Z,e795735ba71921345a59428a7170ac8f,Activity tab showing template change history and user actions (61 chars),"Activity log panel displays chronological template changes including automation creation, role associations, and step type updates with timestamps and... (153 chars)",Template activity log showing automation creation and step type changes history (79 chars),no
desktop-light-configure-template-duplicate.png,tallyfy/pro/desktop-light-configure-template-duplicate.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-configure-template-duplicate.png,native,.png,329.8KB,337750,True,pro-documenting-templates-config,1,2024-09-24T02:00:47.548Z,489b59b3e4351c1e116ed1927649d090,Template More menu with Duplicate option highlighted (52 chars),"More dropdown menu showing Print, Folders, Duplicate, and Archive options. Duplicate menu item highlighted with green box and annotation pointing to it. (152 chars)",Duplicate template feature in More menu dropdown for New Employee Onboarding template (85 chars),no
desktop-light-configure-template-folder.png,tallyfy/pro/desktop-light-configure-template-folder.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-configure-template-folder.png,native,.png,329.9KB,337793,True,pro-documenting-templates-config,1,2024-09-24T02:00:46.316Z,f88e27c69017dd42269cc818b51bbf95,Template folder menu in New Employee Onboarding template (56 chars),"More menu dropdown showing Folders option highlighted, with Print, Duplicate, and Archive options below. Template displays onboarding tasks with assignees. (155 chars)",Tallyfy template folder organization menu with task list view (61 chars),no
desktop-light-configure-template-general-settings.png,tallyfy/pro/desktop-light-configure-template-general-settings.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-configure-template-general-settings.png,native,.png,166.6KB,170584,True,pro-documenting-templates-config,1,2024-09-24T02:00:46.928Z,358802094d43e6a52036542a36d02861,Template configuration showing kick-off fields and approval step (64 chars),"New Employee Onboarding template with kick-off field for employee email, Initial HR approval step with approve/reject action, and conditional automation rule (157 chars)","Template Settings view with kick-off form, approval step, and conditional automation (84 chars)",no
desktop-light-configure-template-permissions.png,tallyfy/pro/desktop-light-configure-template-permissions.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-configure-template-permissions.png,native,.png,441.3KB,451941,True,pro-documenting-templates-config,1,2024-09-24T02:00:49.361Z,0bbac6184ae2a0b90e202410f1437532,Template permissions panel with Everyone and Custom options (59 chars),"Permissions tab showing edit, read, duplicate, launch process, and process access controls set to 'Everyone' with options to switch to 'Custom' (143 chars)","Configure template permissions - edit, read, duplicate, launch settings (71 chars)",no
desktop-light-configure-template-print.png,tallyfy/pro/desktop-light-configure-template-print.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-configure-template-print.png,native,.png,329.6KB,337541,True,pro-documenting-templates-config,1,2024-09-24T02:00:46.928Z,62c50510e36e72ad8e6dcbaa2247a285,More menu with Print option highlighted  (40 chars),"New Employee Onboarding template with More dropdown menu open, showing Print, Folders, Duplicate, and Archive options with Print highlighted (140 chars)",Tallyfy template More menu Print option New Employee Onboarding workflow (72 chars),no
desktop-light-configure-template-summary.png,tallyfy/pro/desktop-light-configure-template-summary.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-configure-template-summary.png,native,.png,333.2KB,341238,True,pro-documenting-templates-config,1,2024-09-24T02:00:48.094Z,b89e1bcc38cae4bef06c498faed9c5af,Template summary panel for New Employee Onboarding process (58 chars),"Summary tab displays template description editor, status dropdown, creation date, owner, and assigned members including Brian Parker, Rachel Adams, and depar... (160 chars)",Template summary configuration panel with metadata and member assignments (73 chars),no
desktop-light-content-translation-menu.png,tallyfy/pro/desktop-light-content-translation-menu.png,https://screenshots.tallyfy.com/tallyfy%2Fpro%2Fdesktop-light-content-translation-menu.png,missing,.png,N/A,0,False,pro-integrations-azure-translation-how-to-use-content-translation,1,,,,,,no
desktop-light-copy-guest-link-from-settings.png,tallyfy/pro/desktop-light-copy-guest-link-from-settings.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-copy-guest-link-from-settings.png,native,.png,87.5KB,89600,True,pro-documenting-guests-how-to-find-a-guest-task-link-in-tallyfy,1,2024-09-24T02:00:52.527Z,44a493f555aa10bc4faeea2189103a77,Copy Guest Link button highlighted in guest management table (60 chars),Guest settings table showing Copy Guest Link button alongside Email Logs and View Tasks options for managing guest access with enabled status column (148 chars),Copy guest link from settings table guest management Tallyfy feature (68 chars),no
desktop-light-copy-guest-link.png,tallyfy/pro/desktop-light-copy-guest-link.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-copy-guest-link.png,native,.png,618.9KB,633778,True,pro-documenting-guests-how-to-find-a-guest-task-link-in-tallyfy,1,2024-09-24T02:01:13.531Z,85cd5ce4a98f5efa9399b78ae34800f9,Task panel with Copy Link option highlighted in menu (52 chars),"Task detail panel showing 'Review customer application' with right-side menu expanded, highlighting 'Copy Link' option to share guest access URL (144 chars)",Copy guest link feature for task sharing in Tallyfy workflow (60 chars),no
desktop-light-create-email-fields.png,tallyfy/pro/desktop-light-create-email-fields.png,https://screenshots.tallyfy.com/tallyfy%2Fpro%2Fdesktop-light-create-email-fields.png,missing,.png,N/A,0,False,pro-launching-triggers-via-email,1,,,,,,no
desktop-light-create-from-sop.png,tallyfy/pro/desktop-light-create-from-sop.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-create-from-sop.png,native,.png,89.9KB,92042,True,pro-documenting-templates-create-template,1,2024-09-24T02:01:17.476Z,b64c4683e3f7987be902f01cd1aec679,Create template modal with From an existing SOP tab selected (60 chars),"Modal dialog showing template creation with three tabs: From scratch, From Tallyfy AI, and From an existing SOP (active). Name input field and Word/PDF upload option. (166 chars)",Create template from existing SOP - upload Word PDF document converter interface (80 chars),no
desktop-light-create-new-group.png,tallyfy/pro/desktop-light-create-new-group.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-create-new-group.png,native,.png,270.7KB,277177,True,pro-documenting-groups-how-to-manage-groups-and-assign-tasks-in-tallyfy,1,2024-09-24T02:01:36.718Z,574a0606a23789d3605ffbaac9f99edc,Groups table with Create a new group button highlighted (55 chars),"Settings page showing integration configuration for SharePoint with connection options, authentication fields, and folder selection dropdown for Microsoft 365 workspace integration. (181 chars)",Tallyfy groups management table with create new group button and department list (80 chars),no
desktop-light-create-preset-window.png,tallyfy/pro/desktop-light-create-preset-window.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-create-preset-window.png,native,.png,303.3KB,310567,True,pro-tracking-and-tasks-tracker-view-how-to-create-custom-views-in-tallyfy,1,2024-09-24T02:01:17.110Z,6a9f63970d2fe19f5ffd02f788a60e77,Create preset dialog with name field and filter criteria (56 chars),"Modal dialog for creating a custom view preset with name input field, filter criteria dropdowns for assignment and coworker selection, and Create View button (157 chars)",Tallyfy create preset view dialog filter assignment tracker board (65 chars),no
desktop-light-create-snippet1701483433378.png,tallyfy/pro/desktop-light-create-snippet1701483433378.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-create-snippet1701483433378.png,native,.png,271.3KB,277765,True,pro-documenting-templates-snippets-how-can-i-use-snippets-to-simplify-workflow-in-tallyfy,1,2024-09-24T02:01:37.442Z,cdd63a16a64167b41458797e81dcb305,Snippets list with Create Snippet button highlighted (52 chars),"Snippets settings page displaying reusable content blocks table with titles, timestamps, View/Edit/Delete actions, and CREATE SNIPPET button highlighted. (153 chars)",Tallyfy snippets management interface create new snippet reusable content (73 chars),no
desktop-light-create-template-scratch.png,tallyfy/pro/desktop-light-create-template-scratch.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-create-template-scratch.png,native,.png,68.1KB,69689,True,pro-documenting-templates-create-template,1,2024-09-24T02:01:18.051Z,e359f17e34a01c424c577c73646f808b,Template creation dialog with 'From scratch' tab selected (57 chars),"Template creation modal with three tabs: From scratch, From Tallyfy AI, and From an existing SOP. Shows text input field for template name with character counter and Continue button. (182 chars)",Create template from scratch - template name input field and Continue button (76 chars),no
desktop-light-custom-naming-process.png,tallyfy/pro/desktop-light-custom-naming-process.png,https://screenshots.tallyfy.com/tallyfy%2Fpro%2Fdesktop-light-custom-naming-process.png,missing,.png,N/A,0,False,pro-launching-launch-process-when-task-is-completed,1,,,,,,no
desktop-light-customize-table-view.png,tallyfy/pro/desktop-light-customize-table-view.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-customize-table-view.png,native,.png,190.1KB,194696,True,pro-tracking-and-tasks-tracker-view-how-to-switch-between-board-and-table-formats-in-tallyfy-tracker,1,2024-09-24T02:01:16.925Z,03995c9ce8cb0e688076507882986edc,Process table with column customization menu icon highlighted (61 chars),"Customer Onboarding template table displaying process names, progress, status, due dates, owners, and start dates with customization icon in top-right corner (157 chars)",Tallyfy table view customization feature with column selection menu access (74 chars),no
desktop-light-customizing-branding.png,tallyfy/pro/desktop-light-customizing-branding.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-customizing-branding.png,native,.png,152.3KB,155960,True,pro-settings-org-settings-how-can-i-personalize-my-tallyfy-branding-and-emails,1,2024-09-24T02:01:56.613Z,067c89f9840c4bcab4c5c59dc94bf383,Branding customization settings with logo upload and color picker (65 chars),"Customize Logo panel shows ACME inc. logo with upload button, color picker set to #f26523 orange, and live previews of in-app and email appearance (146 chars)","Tallyfy branding customization settings: logo upload, button color picker, live preview (87 chars)",no
desktop-light-datetime-field.png,tallyfy/pro/desktop-light-datetime-field.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-datetime-field.png,native,.png,68.8KB,70484,True,pro-tracking-and-tasks-tasks-what-are-form-fields-in-tallyfy,1,2024-09-24T02:01:35.091Z,5a15fc70298b6a88b6fac387345121c8,Date field configuration panel in Tallyfy form builder (54 chars),"Date field settings panel showing title input, required toggle set to 'Not required', collapsible Default Content and More Settings sections, with delete option (160 chars)",Tallyfy date field form builder settings configuration panel (60 chars),no
desktop-light-deadline-automation-example.png,tallyfy/pro/desktop-light-deadline-automation-example.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-deadline-automation-example.png,native,.png,87.7KB,89838,True,pro-documenting-templates-automations-actions-deadline-actions,1,2024-09-24T02:00:45.597Z,8a75a1373522d32a2d8f604a3e0a0a19,Deadline automation action configuration with date offset controls (66 chars),"Deadline Action automation rule configuration with action type selector, date offset controls, and step selection dropdowns (123 chars)",Deadline Action automation rule configuration with date offset settings (71 chars),no
desktop-light-deadline-before-future-step.png,tallyfy/pro/desktop-light-deadline-before-future-step.png,https://screenshots.tallyfy.com/tallyfy%2Fpro%2Fdesktop-light-deadline-before-future-step.png,missing,.png,N/A,0,False,pro-documenting-templates-edit-templates-edit-steps,1,,,,,,no
desktop-light-delete-tallyfy-account.png,tallyfy/pro/desktop-light-delete-tallyfy-account.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-delete-tallyfy-account.png,native,.png,285.2KB,292042,True,pro-settings-personal-settings-how-can-i-cancel-and-delete-my-tallyfy-account,1,2024-09-24T02:01:15.507Z,90342080dc856e6b679539164218399a,Delete Account button highlighted in Billing settings (53 chars),"Billing settings page showing Delete Account button highlighted with green border, payment options, billing history access, and current Pro Annual plan (151 chars)",Delete Tallyfy account from billing settings page with payment management (73 chars),no
desktop-light-description-template.png,tallyfy/pro/desktop-light-description-template.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-description-template.png,native,.png,470.7KB,482047,True,pro-documenting-templates-edit-templates-add-description,1,2024-09-25T21:39:20.171Z,997cf2dead5553b8d1e02285f94e6265,Template description panel with rich text editor and metadata (61 chars),"Description tab showing rich text editor with sample text, status dropdown set to Started, creator info, timestamps, owner John Smith, and six assigned members (159 chars)","Template description editor with status, owner, and team member assignment fields (81 chars)",no
desktop-light-dropdown-list.png,tallyfy/pro/desktop-light-dropdown-list.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-dropdown-list.png,native,.png,85.0KB,87088,True,pro-tracking-and-tasks-tasks-what-are-form-fields-in-tallyfy,1,2024-09-24T02:01:34.186Z,117ddefd5c90bc8273c3673548095d85,Dropdown list form field configuration with option inputs (57 chars),"Dropdown list field editor showing title input, not required toggle, two option fields, add option button, and collapsible default content and settings sections (160 chars)",Tallyfy dropdown list field configuration editor with options and settings (74 chars),no
desktop-light-edit-folder-templates.png,tallyfy/pro/desktop-light-edit-folder-templates.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-edit-folder-templates.png,native,.png,37.9KB,38814,True,pro-documenting-templates-organize-templates-into-folders,1,2024-09-24T02:01:13.926Z,3cd8c1917c411c4eb537c63e0135abee,Edit folder name dialog with Onboarding folder text field (57 chars),"Modal dialog for editing template folder name with text input showing 'Onboarding folder', parent folder dropdown, and DELETE FOLDER, CANCEL, SAVE CHANGES buttons (162 chars)",Edit template folder name dialog with delete and save options (61 chars),no
desktop-light-edit-process-before-launch.png,tallyfy-demo/pro/desktop-light-edit-process-before-launch.png,https://screenshots.tallyfy.com/tallyfy-demo/pro/desktop-light-edit-process-before-launch.png,native,.png,352.8KB,361220,True,pro-launching-how-can-i-edit-a-process-before-launching,1,2024-07-08T20:53:07.673Z,1ba542fd1a08c6b90ae96b891be0be91,Process launch review screen showing 10 steps with deadlines (60 chars),"Pre-launch review interface for 'Project X' displaying 10 financial review steps, each with checkboxes, deadlines set to 07/31/2043, and assignee avatars (153 chars)",Tallyfy process launch review final details steps assignees deadlines (69 chars),no
desktop-light-edit-process-before-launch1.png,tallyfy/pro/desktop-light-edit-process-before-launch1.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-edit-process-before-launch1.png,native,.png,356.7KB,365237,True,pro-tutorials-your-first-process,1,2024-09-24T02:01:36.562Z,d84b4f174d9315b2f390c4ff13263850,"Process launch review screen with steps, deadlines, and assignees (65 chars)","Process launch review screen displaying 10 financial spend request workflow steps with deadlines, assignee avatars, and edit icons for each task (144 chars)",Tallyfy process launch review final details steps deadlines assignees (69 chars),no
desktop-light-edit-step-description.png,tallyfy/pro/desktop-light-edit-step-description.png,https://screenshots.tallyfy.com/tallyfy%2Fpro%2Fdesktop-light-edit-step-description.png,missing,.png,N/A,0,False,pro-documenting-templates-edit-templates-edit-steps,1,,,,,,no
desktop-light-edit-tag.png,tallyfy/pro/desktop-light-edit-tag.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-edit-tag.png,native,.png,105.0KB,107497,True,pro-documenting-templates-how-to-manage-templates-and-processes-with-tags,1,2024-09-24T02:01:54.934Z,f90a82f778e62283451baacdc9033a8c,Tag management table with VIP customer tag color picker open (60 chars),"Tag list showing VIP customer, HR, and general tags with open color picker modal displaying palette grid and hex code input #C7C116 (131 chars)",Edit tag color picker modal with hex code input and palette grid selection (74 chars),no
desktop-light-favorite-people.png,tallyfy/pro/desktop-light-favorite-people.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-favorite-people.png,native,.png,199.5KB,204281,True,pro-tracking-and-tasks-tracker-view-organize-processes-how-can-i-favorite-and-filter-processes-on-tallyfy,1,2024-09-24T02:01:18.032Z,195ca18e3f286fb51a7bd7e0fa646c77,Member profile page with favorite star icon highlighted (55 chars),"Member profile form for John Smith showing Active status badge and green favorite star icon, with editable fields for name, email, privilege level, and member ID (161 chars)",Favorite people feature on member profile with star icon and Active status badge (80 chars),no
desktop-light-favorite-section.png,tallyfy/pro/desktop-light-favorite-section.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-favorite-section.png,native,.png,166.1KB,170038,True,pro-tracking-and-tasks-tracker-view-organize-processes-how-can-i-favorite-and-filter-processes-on-tallyfy,1,2024-09-24T02:01:16.901Z,d5e87319815d7f96a4b487c0520acf5c,Favorites section showing three starred items with filter options (65 chars),"Your Favorites page displaying three favorited items with star icons, filter toggles for Members, Templates, Processes, and Task, and notification settings (155 chars)",Tallyfy Favorites page with filter options and notification preferences (71 chars),no
desktop-light-favorite-task.png,tallyfy/pro/desktop-light-favorite-task.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-favorite-task.png,native,.png,606.6KB,621205,True,pro-tracking-and-tasks-tracker-view-organize-processes-how-can-i-favorite-and-filter-processes-on-tallyfy,1,2024-09-24T02:01:15.707Z,23b1e21c12effc84be13f5bbf5ecc177,Task detail panel with star icon to favorite a task (51 chars),"Task detail panel showing 'Review the financial spend request form' with green star button highlighted, assignment to Finance dept, and complete button (151 chars)",Favoriting a task in Tallyfy using star icon in task detail view (64 chars),no
desktop-light-favorite-template.png,tallyfy/pro/desktop-light-favorite-template.png,https://screenshots.tallyfy.com/tallyfy/pro/desktop-light-favorite-template.png,native,.png,311.8KB,319274,True,pro-tracking-and-tasks-tracker-view-organize-processes-how-can-i-favorite-and-filter-processes-on-tallyfy,1,2024-09-24T02:01:13.147Z,c09ddc8f49d8a78336b0933d5b37ffb6,Templates list with star icon to favorite a template (52 chars),"Templates list showing star icon next to each template name for favoriting workflows, with status indicators, Launch buttons, and folder organization (149 chars)",Favorite template feature with star icon in template list view (62 chars),no
